Census_Tract,County,State,State_Abbr,Resilience_Score,Health_Burden,Urban_Rural,Population_2010,Poverty_Rate,Median_Income,City,City_State
39061006500,Hamilton County,Ohio,OH,1.203,0.144,Urban,5921,20.2,56599.0,Hamilton,"Hamilton, OH"
36055003805,Monroe County,New York,NY,1.201,-0.46,Urban,7253,34.8,52037.0,Bloomington,"Bloomington, NY"
48201240801,Harris County,Texas,TX,1.2,-0.274,Urban,5157,22.7,34624.0,Houston,"Houston, TX"
26161412000,Washtenaw County,Michigan,MI,1.2,-0.119,Urban,3740,20.5,51806.0,Ann Arbor,"Ann Arbor, MI"
42029301401,Chester County,Pennsylvania,PA,1.199,-0.285,Urban,2810,11.7,59950.0,Chester,"Chester, PA"
6037920337,Los Angeles County,California,CA,1.198,-0.689,Urban,7257,22.4,56130.0,Los Angeles,"Los Angeles, CA"
42071013501,Lancaster County,Pennsylvania,PA,1.197,-0.268,Urban,8695,16.4,59980.0,Lancaster,"Lancaster, PA"
47065003100,Hamilton County,Tennessee,TN,1.196,-0.015,Urban,1708,30.9,66250.0,Hamilton,"Hamilton, TN"
47081950500,Hickman County,Tennessee,TN,1.195,0.313,Rural,2403,14.2,44196.0,Hickman,"Hickman, TN"
48491020113,Williamson County,Texas,TX,1.195,-0.158,Urban,2909,7.6,70536.0,Williamson,"Williamson, TX"
44007000101,Providence County,Rhode Island,RI,1.193,-0.51,Urban,5064,27.2,52500.0,Providence,"Providence, RI"
10003012400,New Castle County,Delaware,DE,1.193,-0.193,Urban,4602,8.2,51970.0,New Castle,"New Castle, DE"
51810044200,Virginia Beach city,Virginia,VA,1.191,-0.205,Urban,6587,28.3,48750.0,Virginia Beach,"Virginia Beach, VA"
46103010906,Pennington County,South Dakota,SD,1.191,-0.374,Urban,5297,11.2,49769.0,Pennington,"Pennington, SD"
48027023107,Bell County,Texas,TX,1.19,-0.335,Urban,7105,14.4,43397.0,Killeen/Fort Hood,"Killeen/Fort Hood, TX"
18003003301,Allen County,Indiana,IN,1.189,-0.108,Urban,2795,7.9,49696.0,Allen,"Allen, IN"
25015820801,Hampshire County,Massachusetts,MA,1.189,-0.745,Urban,5232,23.9,95500.0,Hampshire,"Hampshire, MA"
26099256400,Macomb County,Michigan,MI,1.188,-0.136,Urban,1403,13.1,50536.0,Macomb,"Macomb, MI"
31109003202,Lancaster County,Nebraska,NE,1.187,-0.369,Urban,3156,14.1,53980.0,Lancaster,"Lancaster, NE"
21067000101,Fayette County,Kentucky,KY,1.187,0.074,Urban,3072,42.8,65500.0,Fayette,"Fayette, KY"
51067020600,Franklin County,Virginia,VA,1.185,-0.168,Rural,3774,11.2,61010.0,Columbus,"Columbus, VA"
17089853008,Kane County,Illinois,IL,1.184,-0.355,Urban,4400,7.2,64052.0,Kane,"Kane, IL"
37119003201,Mecklenburg County,North Carolina,NC,1.183,-0.221,Urban,2785,20.3,40441.0,Mecklenburg,"Mecklenburg, NC"
28047003208,Harrison County,Mississippi,MS,1.183,0.301,Urban,4059,30.5,41792.0,Harrison,"Harrison, MS"
21067001900,Fayette County,Kentucky,KY,1.183,0.077,Urban,4767,54.8,19828.0,Fayette,"Fayette, KY"
4013050604,Maricopa County,Arizona,AZ,1.181,-0.157,Rural,3727,20.1,58472.0,Phoenix,"Phoenix, AZ"
22069000800,Natchitoches Parish,Louisiana,LA,1.18,0.475,Rural,4453,16.6,46185.0,Natchitoches Parish,"Natchitoches Parish, LA"
37183054108,Wake County,North Carolina,NC,1.178,-0.193,Urban,6531,11.7,53356.0,Raleigh,"Raleigh, NC"
24005451401,Baltimore County,Maryland,MD,1.178,-0.368,Urban,3847,13.8,78452.0,Baltimore,"Baltimore, MD"
47037015613,Davidson County,Tennessee,TN,1.178,-0.015,Urban,6223,23.8,45750.0,Nashville,"Nashville, TN"
48329001200,Midland County,Texas,TX,1.177,-0.211,Urban,6228,5.4,67500.0,Midland,"Midland, TX"
1079979900,Lawrence County,Alabama,AL,1.176,0.615,Rural,1942,18.5,46071.0,Lawrence,"Lawrence, AL"
39061020505,Hamilton County,Ohio,OH,1.175,0.161,Urban,4725,11.3,63304.0,Hamilton,"Hamilton, OH"
29027070400,Callaway County,Missouri,MO,1.175,-0.121,Urban,6055,25.9,48357.0,Callaway,"Callaway, MO"
8069001708,Larimer County,Colorado,CO,1.175,-1.047,Urban,3236,7.2,67460.0,Larimer,"Larimer, CO"
29047021208,Clay County,Missouri,MO,1.174,-0.113,Urban,6134,17.3,54053.0,Clay,"Clay, MO"
8005083600,Arapahoe County,Colorado,CO,1.173,-1.071,Urban,3661,8.6,62617.0,Arapahoe,"Arapahoe, CO"
48157671800,Fort Bend County,Texas,TX,1.172,-0.274,Urban,3011,5.8,60946.0,Fort Bend,"Fort Bend, TX"
48029181819,Bexar County,Texas,TX,1.172,-0.323,Urban,5180,30.9,69375.0,San Antonio,"San Antonio, TX"
19153004001,Polk County,Iowa,IA,1.171,-0.334,Urban,3788,26.7,54333.0,Polk,"Polk, IA"
39025040204,Clermont County,Ohio,OH,1.171,0.149,Urban,7181,10.1,58083.0,Clermont,"Clermont, OH"
35053978302,Socorro County,New Mexico,NM,1.17,-0.338,Urban,3708,32.0,49338.0,Socorro,"Socorro, NM"
28047003207,Harrison County,Mississippi,MS,1.17,0.309,Urban,5068,26.0,44487.0,Harrison,"Harrison, MS"
48201334100,Harris County,Texas,TX,1.17,-0.256,Urban,9914,13.8,61201.0,Houston,"Houston, TX"
17031815500,Cook County,Illinois,IL,1.17,-0.369,Urban,7989,9.6,67765.0,Cook,"Cook, IL"
39049009600,Franklin County,Ohio,OH,1.169,0.16,Urban,4169,18.6,62582.0,Columbus,"Columbus, OH"
37119005620,Mecklenburg County,North Carolina,NC,1.168,-0.212,Urban,6904,15.1,58661.0,Mecklenburg,"Mecklenburg, NC"
39133600902,Portage County,Ohio,OH,1.168,0.193,Urban,5505,18.7,51337.0,Portage,"Portage, OH"
49035111600,Salt Lake County,Utah,UT,1.167,-0.88,Urban,7472,25.4,49303.0,Salt Lake,"Salt Lake, UT"
26065005402,Ingham County,Michigan,MI,1.165,-0.135,Urban,3693,16.7,51979.0,Lansing/East Lansing,"Lansing/East Lansing, MI"
34029721000,Ocean County,New Jersey,NJ,1.164,-0.513,Urban,2654,12.4,62000.0,Ocean,"Ocean, NJ"
1071950400,Jackson County,Alabama,AL,1.164,0.619,Rural,2119,21.9,48750.0,Jackson,"Jackson, AL"
48201451901,Harris County,Texas,TX,1.164,-0.252,Urban,7411,15.1,43533.0,Houston,"Houston, TX"
28035001100,Forrest County,Mississippi,MS,1.164,0.308,Urban,3571,34.3,43988.0,Forrest,"Forrest, MS"
18095001100,Madison County,Indiana,IN,1.162,-0.056,Urban,2585,33.2,49167.0,Madison,"Madison, IN"
26161411700,Washtenaw County,Michigan,MI,1.16,-0.095,Urban,2291,13.5,64531.0,Ann Arbor,"Ann Arbor, MI"
29001950500,Adair County,Missouri,MO,1.159,-0.121,Urban,7079,27.8,79622.0,Adair,"Adair, MO"
36055015304,Monroe County,New York,NY,1.159,-0.435,Urban,4472,29.1,52024.0,Bloomington,"Bloomington, NY"
26057000600,Gratiot County,Michigan,MI,1.159,-0.135,Urban,4095,22.5,50050.0,Gratiot,"Gratiot, MI"
37147000603,Pitt County,North Carolina,NC,1.157,-0.194,Urban,9570,23.4,56765.0,Pitt,"Pitt, NC"
31055005600,Douglas County,Nebraska,NE,1.156,-0.371,Urban,4117,7.5,63375.0,Douglas,"Douglas, NE"
9001043200,Fairfield County,Connecticut,CT,1.156,-0.546,Urban,3074,6.2,80549.0,Fairfield,"Fairfield, CT"
29095010204,Jackson County,Missouri,MO,1.155,-0.083,Urban,4475,30.4,47702.0,Jackson,"Jackson, MO"
53033029801,King County,Washington,WA,1.155,-0.742,Urban,7914,7.1,71888.0,Seattle,"Seattle, WA"
45051051503,Horry County,South Carolina,SC,1.155,-0.055,Urban,4250,28.0,43464.0,Horry,"Horry, SC"
41051008500,Multnomah County,Oregon,OR,1.155,-0.546,Urban,4275,16.0,66417.0,Multnomah,"Multnomah, OR"
37183054205,Wake County,North Carolina,NC,1.154,-0.179,Urban,4796,16.3,70652.0,Raleigh,"Raleigh, NC"
35001004713,Bernalillo County,New Mexico,NM,1.154,-0.349,Urban,6894,12.1,45563.0,Bernalillo,"Bernalillo, NM"
47037015620,Davidson County,Tennessee,TN,1.152,0.001,Urban,7033,25.2,44097.0,Nashville,"Nashville, TN"
53073000901,Whatcom County,Washington,WA,1.15,-0.724,Urban,6638,21.0,71311.0,Whatcom,"Whatcom, WA"
39101010300,Marion County,Ohio,OH,1.15,0.513,Rural,5357,10.4,54606.0,Indianapolis,"Indianapolis, OH"
18089043201,Lake County,Indiana,IN,1.15,-0.052,Urban,3424,11.2,55787.0,Lake,"Lake, IN"
1127020300,Walker County,Alabama,AL,1.149,0.328,Urban,7049,21.1,67583.0,Walker,"Walker, AL"
49035112403,Salt Lake County,Utah,UT,1.148,-0.869,Urban,4473,20.6,51968.0,Salt Lake,"Salt Lake, UT"
45079010409,Richland County,South Carolina,SC,1.147,-0.039,Urban,1604,21.6,31000.0,Richland,"Richland, SC"
29189214900,St. Louis County,Missouri,MO,1.147,-0.042,Urban,6172,12.4,58393.0,St. Louis,"St. Louis, MO"
18089042606,Lake County,Indiana,IN,1.146,-0.049,Urban,3355,10.3,58628.0,Lake,"Lake, IN"
55043960900,Grant County,Wisconsin,WI,1.145,-0.455,Urban,4245,36.7,72941.0,Grant,"Grant, WI"
36087010703,Rockland County,New York,NY,1.144,-0.414,Urban,3522,18.0,63125.0,Rockland,"Rockland, NY"
28035010400,Forrest County,Mississippi,MS,1.144,0.32,Urban,4198,21.4,43125.0,Forrest,"Forrest, MS"
17097861301,Lake County,Illinois,IL,1.143,-0.328,Urban,5181,16.4,63409.0,Lake,"Lake, IL"
48113018205,Dallas County,Texas,TX,1.143,-0.274,Urban,4564,14.5,49265.0,Dallas,"Dallas, TX"
18097310309,Marion County,Indiana,IN,1.14,-0.043,Urban,3290,11.2,50417.0,Indianapolis,"Indianapolis, IN"
37183054106,Wake County,North Carolina,NC,1.14,-0.17,Urban,6953,12.0,63603.0,Raleigh,"Raleigh, NC"
25015820500,Hampshire County,Massachusetts,MA,1.14,-0.716,Urban,6342,33.5,100417.0,Hampshire,"Hampshire, MA"
18097380700,Marion County,Indiana,IN,1.14,-0.042,Urban,5283,26.0,39464.0,Indianapolis,"Indianapolis, IN"
5103950100,Ouachita County,Arkansas,AR,1.14,0.503,Rural,5686,21.3,57660.0,Ouachita,"Ouachita, AR"
41067031606,Washington County,Oregon,OR,1.139,-0.531,Urban,6174,17.5,66131.0,Washington,"Washington, OR"
45013010800,Beaufort County,South Carolina,SC,1.139,-0.06,Urban,3154,38.4,29107.0,Beaufort,"Beaufort, SC"
39095007500,Lucas County,Ohio,OH,1.139,0.196,Urban,4053,27.0,67708.0,Lucas,"Lucas, OH"
27053100500,Hennepin County,Minnesota,MN,1.138,-0.622,Urban,1921,11.8,75417.0,Hennepin,"Hennepin, MN"
25025180500,Suffolk County,Massachusetts,MA,1.137,-0.711,Urban,3883,9.4,81750.0,Suffolk,"Suffolk, MA"
46099001002,Minnehaha County,South Dakota,SD,1.137,-0.344,Urban,4788,18.6,51763.0,Minnehaha,"Minnehaha, SD"
6073018610,San Diego County,California,CA,1.136,-0.639,Urban,7635,11.0,65347.0,San Diego,"San Diego, CA"
48491020325,Williamson County,Texas,TX,1.136,-0.123,Urban,2944,22.0,63155.0,Williamson,"Williamson, TX"
36055013401,Monroe County,New York,NY,1.134,-0.42,Urban,4043,14.2,54577.0,Bloomington,"Bloomington, NY"
53063011702,Spokane County,Washington,WA,1.134,-0.719,Urban,5690,18.2,50764.0,Spokane,"Spokane, WA"
48471790500,Walker County,Texas,TX,1.134,-0.13,Urban,7950,39.7,57581.0,Walker,"Walker, TX"
35049001304,Santa Fe County,New Mexico,NM,1.134,-0.319,Urban,902,24.7,59167.0,Santa Fe,"Santa Fe, NM"
24005408506,Baltimore County,Maryland,MD,1.134,-0.342,Urban,4706,14.0,42527.0,Baltimore,"Baltimore, MD"
18039000501,Elkhart County,Indiana,IN,1.134,-0.062,Urban,6014,28.0,59821.0,Elkhart,"Elkhart, IN"
6013392200,Contra Costa County,California,CA,1.133,-0.66,Urban,10605,9.7,82404.0,Contra Costa,"Contra Costa, CA"
26163583100,Wayne County,Michigan,MI,1.133,-0.078,Urban,4106,18.3,45188.0,Wayne,"Wayne, MI"
35045943300,San Juan County,New Mexico,NM,1.133,0.002,Rural,2286,22.6,74583.0,San Juan,"San Juan, NM"
21209040206,Scott County,Kentucky,KY,1.133,0.161,Urban,4623,32.0,40313.0,Scott,"Scott, KY"
29189211401,St. Louis County,Missouri,MO,1.132,-0.033,Urban,5329,12.5,62019.0,St. Louis,"St. Louis, MO"
21093001100,Hardin County,Kentucky,KY,1.131,0.117,Urban,3916,23.0,53355.0,Hardin,"Hardin, KY"
28127950300,Simpson County,Mississippi,MS,1.129,0.686,Rural,6181,23.7,47164.0,Simpson,"Simpson, MS"
1081041100,Lee County,Alabama,AL,1.128,0.323,Urban,9042,26.2,42192.0,Auburn,"Auburn, AL"
9011870502,New London County,Connecticut,CT,1.127,-0.524,Urban,3632,6.6,67333.0,New London,"New London, CT"
13135050531,Gwinnett County,Georgia,GA,1.125,-0.164,Urban,7251,6.0,59398.0,Atlanta area,"Atlanta area, GA"
27053026809,Hennepin County,Minnesota,MN,1.125,-0.614,Urban,5039,19.3,40474.0,Hennepin,"Hennepin, MN"
19187000900,Webster County,Iowa,IA,1.123,-0.292,Urban,4924,27.9,43125.0,Webster,"Webster, IA"
48453002110,Travis County,Texas,TX,1.123,-0.13,Urban,4222,24.3,44167.0,Austin,"Austin, TX"
39049009711,Franklin County,Ohio,OH,1.122,0.188,Urban,4352,13.3,57589.0,Columbus,"Columbus, OH"
13059130600,Clarke County,Georgia,GA,1.12,-0.191,Urban,6278,26.1,52643.0,Athens,"Athens, GA"
19121060300,Madison County,Iowa,IA,1.12,0.007,Rural,3982,7.2,65946.0,Madison,"Madison, IA"
28107950300,Panola County,Mississippi,MS,1.119,0.684,Rural,5574,21.7,45719.0,Panola,"Panola, MS"
8075966400,Logan County,Colorado,CO,1.119,-0.69,Rural,4832,12.3,63295.0,Logan,"Logan, CO"
48201550401,Harris County,Texas,TX,1.119,-0.226,Urban,10249,18.0,51569.0,Houston,"Houston, TX"
21073070600,Franklin County,Kentucky,KY,1.118,0.117,Urban,4879,31.2,50116.0,Columbus,"Columbus, KY"
8123001005,Weld County,Colorado,CO,1.117,-0.992,Urban,6459,13.4,63678.0,Weld,"Weld, CO"
29097012200,Jasper County,Missouri,MO,1.117,0.262,Rural,6853,10.2,52125.0,Jasper,"Jasper, MO"
47125101201,Montgomery County,Tennessee,TN,1.117,0.056,Urban,2172,19.8,44940.0,Montgomery,"Montgomery, TN"
27109001702,Olmsted County,Minnesota,MN,1.117,-0.587,Urban,4430,22.6,59866.0,Olmsted,"Olmsted, MN"
49035111906,Salt Lake County,Utah,UT,1.117,-0.85,Urban,4186,16.8,43844.0,Salt Lake,"Salt Lake, UT"
24510271101,Baltimore city,Maryland,MD,1.115,-0.135,Urban,2046,20.3,97679.0,Baltimore city,"Baltimore city, MD"
18105000502,Monroe County,Indiana,IN,1.114,-0.024,Urban,3164,13.6,51711.0,Bloomington,"Bloomington, IN"
