CensusTract,State,County,PCTGQTRS,GroupQuartersFlag
12031017200,Florida,Duval County,28.33,0
12033000600,Florida,Escambia County,10.52,0
12033001401,Florida,Escambia County,72.82,1
12033001600,Florida,Escambia County,61.81,0
12033002400,Florida,Escambia County,85.61,1
12033002804,Florida,Escambia County,46.39,0
12033003305,Florida,Escambia County,24.48,0
12033003607,Florida,Escambia County,54.96,0
12033004000,Florida,Escambia County,36.21,0
12035060103,Florida,Flagler County,10.59,0
12037970100,Florida,Franklin County,37.04,0
12039020400,Florida,Gadsden County,25.79,0
12039020702,Florida,Gadsden County,11.55,0
12041950202,Florida,Gilchrist County,32.01,0
12043000300,Florida,Glades County,39.51,0
12045960100,Florida,Gulf County,36.15,0
12047960100,Florida,Hamilton County,37.1,0
12049970300,Florida,Hardee County,21.3,0
12051000600,Florida,Hendry County,22.16,0
12053040911,Florida,Hernando County,21.7,0
12055960800,Florida,Highlands County,17.12,0
12057003700,Florida,Hillsborough County,44.69,0
12057004000,Florida,Hillsborough County,55.0,0
12057004100,Florida,Hillsborough County,17.87,0
12057004200,Florida,Hillsborough County,19.72,0
12057005000,Florida,Hillsborough County,55.69,0
12057007300,Florida,Hillsborough County,14.97,0
12057010702,Florida,Hillsborough County,11.01,0
12057010812,Florida,Hillsborough County,12.03,0
12057010900,Florida,Hillsborough County,91.4,1
12057012211,Florida,Hillsborough County,94.01,1
12057014009,Florida,Hillsborough County,14.26,0
12059960400,Florida,Holmes County,22.69,0
12061050200,Florida,Indian River County,13.61,0
12063210100,Florida,Jackson County,36.27,0
12063210300,Florida,Jackson County,36.36,0
12063210800,Florida,Jackson County,27.75,0
12063210900,Florida,Jackson County,32.64,0
12065250101,Florida,Jefferson County,21.9,0
12067960100,Florida,Lafayette County,63.94,0
12069030803,Florida,Lake County,20.69,0
12071001201,Florida,Lee County,21.11,0
12071040115,Florida,Lee County,53.23,0
12071080100,Florida,Lee County,12.71,0
12071080300,Florida,Lee County,26.18,0
12071090100,Florida,Lee County,12.08,0
12073000400,Florida,Leon County,61.35,0
12073000500,Florida,Leon County,31.94,0
12073000600,Florida,Leon County,24.31,0
12073001101,Florida,Leon County,35.6,0
12073001300,Florida,Leon County,99.98,1
12073001401,Florida,Leon County,17.36,0
12073002003,Florida,Leon County,46.95,0
12073002509,Florida,Leon County,28.42,0
12077950200,Florida,Liberty County,30.07,0
12079110302,Florida,Madison County,27.71,0
12081001602,Florida,Manatee County,31.84,0
12081001914,Florida,Manatee County,15.11,0
12081002010,Florida,Manatee County,13.01,0
12083000301,Florida,Marion County,54.2,0
12083001600,Florida,Marion County,42.69,0
12083001900,Florida,Marion County,14.71,0
12085001000,Florida,Martin County,13.46,0
12085001802,Florida,Martin County,52.39,0
12086000124,Florida,Miami-Dade County,27.79,0
12086000501,Florida,Miami-Dade County,12.93,0
12086001005,Florida,Miami-Dade County,10.68,0
12086001102,Florida,Miami-Dade County,17.87,0
12086002201,Florida,Miami-Dade County,13.35,0
12086002702,Florida,Miami-Dade County,10.85,0
12086002800,Florida,Miami-Dade County,21.84,0
12086003001,Florida,Miami-Dade County,25.14,0
12086003004,Florida,Miami-Dade County,24.2,0
12086003706,Florida,Miami-Dade County,99.69,1
12086008904,Florida,Miami-Dade County,93.96,1
12086009100,Florida,Miami-Dade County,28.46,0
12086011404,Florida,Miami-Dade County,16.42,0
12086014100,Florida,Miami-Dade County,100.0,1
12086015100,Florida,Miami-Dade County,14.74,0
12086020200,Florida,Miami-Dade County,26.55,0
12086980300,Florida,Miami-Dade County,99.32,1
12086980400,Florida,Miami-Dade County,100.0,1
12086980700,Florida,Miami-Dade County,82.16,1
12086981000,Florida,Miami-Dade County,100.0,1
12087970200,Florida,Monroe County,15.24,0
12087980100,Florida,Monroe County,60.0,0
12091020302,Florida,Okaloosa County,23.45,0
12091020800,Florida,Okaloosa County,10.42,0
12091021200,Florida,Okaloosa County,20.47,0
12093910101,Florida,Okeechobee County,33.83,0
12095014400,Florida,Orange County,10.51,0
12095014504,Florida,Orange County,44.26,0
12095016001,Florida,Orange County,57.39,0
12095016507,Florida,Orange County,47.98,0
12095016508,Florida,Orange County,27.04,0
12095016510,Florida,Orange County,43.72,0
12095016511,Florida,Orange County,32.23,0
12095016731,Florida,Orange County,41.46,0
12095017017,Florida,Orange County,53.76,0
12095018300,Florida,Orange County,13.4,0
12095018900,Florida,Orange County,18.96,0
12097041600,Florida,Osceola County,10.77,0
12099002300,Florida,Palm Beach County,10.29,0
12099002600,Florida,Palm Beach County,11.54,0
12099002700,Florida,Palm Beach County,20.76,0
12099003800,Florida,Palm Beach County,23.35,0
12099006911,Florida,Palm Beach County,11.97,0
12099007008,Florida,Palm Beach County,14.09,0
12099007100,Florida,Palm Beach County,99.82,1
12099007818,Florida,Palm Beach County,48.84,0
12099008102,Florida,Palm Beach County,100.0,1
12099008302,Florida,Palm Beach County,34.49,0
12101031902,Florida,Pasco County,19.59,0
12101032200,Florida,Pasco County,21.35,0
12101032904,Florida,Pasco County,25.39,0
12103020105,Florida,Pinellas County,27.95,0
12103021600,Florida,Pinellas County,26.75,0
12103023400,Florida,Pinellas County,10.09,0
12103024510,Florida,Pinellas County,56.48,0
12103025018,Florida,Pinellas County,10.46,0
12103026101,Florida,Pinellas County,40.37,0
12103026809,Florida,Pinellas County,13.98,0
12103028600,Florida,Pinellas County,20.65,0
12105010402,Florida,Polk County,28.52,0
12105011731,Florida,Polk County,22.88,0
12105012404,Florida,Polk County,67.75,1
12105015200,Florida,Polk County,22.6,0
12105015702,Florida,Polk County,36.17,0
12105015802,Florida,Polk County,35.27,0
12105016400,Florida,Polk County,21.23,0
12107951000,Florida,Putnam County,12.37,0
12109020400,Florida,St. Johns County,32.67,0
12111380800,Florida,St. Lucie County,41.84,0
12113010808,Florida,Santa Rosa County,43.28,0
12115000102,Florida,Sarasota County,19.4,0
12115000200,Florida,Sarasota County,21.32,0
12115001000,Florida,Sarasota County,18.57,0
12117020101,Florida,Seminole County,12.07,0
12117020201,Florida,Seminole County,14.02,0
12117020803,Florida,Seminole County,12.3,0
12119910900,Florida,Sumter County,100.0,1
12119911000,Florida,Sumter County,94.49,1
12123950400,Florida,Taylor County,38.78,0
12125960100,Florida,Union County,51.68,0
12125960200,Florida,Union County,39.01,0
12127081500,Florida,Volusia County,17.01,0
12127081900,Florida,Volusia County,15.14,0
12127082000,Florida,Volusia County,51.11,0
12127083206,Florida,Volusia County,77.71,1
12127090400,Florida,Volusia County,23.02,0
12127090500,Florida,Volusia County,19.73,0
12127092500,Florida,Volusia County,32.31,0
12129010202,Florida,Wakulla County,39.46,0
12131950200,Florida,Walton County,31.86,0
12133970302,Florida,Washington County,36.15,0
13009970500,Georgia,Baldwin County,27.24,0
13009970701,Georgia,Baldwin County,24.2,0
13009970702,Georgia,Baldwin County,27.6,0
13009970800,Georgia,Baldwin County,14.99,0
13021010500,Georgia,Bibb County,47.57,0
13021012101,Georgia,Bibb County,13.36,0
13021013603,Georgia,Bibb County,25.62,0
13021013700,Georgia,Bibb County,36.84,0
13023790300,Georgia,Bleckley County,21.48,0
13031110404,Georgia,Bulloch County,54.77,0
13035150300,Georgia,Butts County,27.05,0
13037950100,Georgia,Calhoun County,52.26,0
13039010500,Georgia,Camden County,58.25,0
13045910501,Georgia,Carroll County,26.7,0
13049010100,Georgia,Charlton County,19.2,0
13051000100,Georgia,Chatham County,50.25,0
13051000300,Georgia,Chatham County,37.33,0
13051000601,Georgia,Chatham County,29.46,0
13051002800,Georgia,Chatham County,13.74,0
13051004212,Georgia,Chatham County,16.54,0
13051004300,Georgia,Chatham County,28.37,0
13051010102,Georgia,Chatham County,41.17,0
13051010501,Georgia,Chatham County,27.82,0
13051010700,Georgia,Chatham County,10.16,0
13051011200,Georgia,Chatham County,10.03,0
13051980000,Georgia,Chatham County,100.0,1
13053020201,Georgia,Chattahoochee County,77.26,1
13053020206,Georgia,Chattahoochee County,34.31,0
13055010500,Georgia,Chattooga County,28.42,0
13059000402,Georgia,Clarke County,90.48,1
13059000600,Georgia,Clarke County,19.55,0
13059002100,Georgia,Clarke County,26.09,0
13059140500,Georgia,Clarke County,19.59,0
13063040606,Georgia,Clayton County,23.59,0
13063040612,Georgia,Clayton County,25.87,0
13067030229,Georgia,Cobb County,51.57,0
13067030800,Georgia,Cobb County,23.82,0
13067030905,Georgia,Cobb County,30.57,0
13069010300,Georgia,Coffee County,35.34,0
13083040300,Georgia,Dade County,20.85,0
13087970300,Georgia,Decatur County,13.21,0
13089022402,Georgia,DeKalb County,65.86,0
13089023115,Georgia,DeKalb County,99.72,1
13089023802,Georgia,DeKalb County,28.16,0
13091960100,Georgia,Dodge County,37.83,0
13091960400,Georgia,Dodge County,10.5,0
13093970100,Georgia,Dooly County,31.92,0
13095010302,Georgia,Dougherty County,14.73,0
13095010700,Georgia,Dougherty County,22.53,0
13095011200,Georgia,Dougherty County,17.12,0
13095011300,Georgia,Dougherty County,15.99,0
13095011400,Georgia,Dougherty County,19.27,0
13097080304,Georgia,Douglas County,15.67,0
13115000300,Georgia,Floyd County,52.16,0
13115000600,Georgia,Floyd County,13.04,0
13115002100,Georgia,Floyd County,12.49,0
13121000600,Georgia,Fulton County,21.97,0
13121000700,Georgia,Fulton County,70.87,1
13121001001,Georgia,Fulton County,45.29,0
13121001002,Georgia,Fulton County,88.8,1
13121001900,Georgia,Fulton County,56.75,0
13121002100,Georgia,Fulton County,33.37,0
13121002400,Georgia,Fulton County,11.79,0
13121002800,Georgia,Fulton County,65.83,0
13121002900,Georgia,Fulton County,17.95,0
13121003500,Georgia,Fulton County,52.97,0
13121003800,Georgia,Fulton County,87.85,1
13121004300,Georgia,Fulton County,56.42,0
13121006801,Georgia,Fulton County,99.13,1
13121007400,Georgia,Fulton County,10.79,0
13121011900,Georgia,Fulton County,24.03,0
13127000800,Georgia,Glynn County,13.87,0
13135050548,Georgia,Gwinnett County,26.19,0
13137000601,Georgia,Habersham County,27.39,0
13139000800,Georgia,Hall County,13.73,0
13139001201,Georgia,Hall County,14.56,0
13141480400,Georgia,Hancock County,21.73,0
13153020600,Georgia,Houston County,32.98,0
13157010701,Georgia,Jackson County,14.09,0
13167960200,Georgia,Johnson County,31.09,0
13171970200,Georgia,Lamar County,17.2,0
13177020300,Georgia,Lee County,11.32,0
13179010102,Georgia,Liberty County,73.66,1
13179010103,Georgia,Liberty County,23.33,0
13185010102,Georgia,Lowndes County,11.59,0
13185010201,Georgia,Lowndes County,38.98,0
13185011100,Georgia,Lowndes County,55.43,0
13185011301,Georgia,Lowndes County,10.45,0
13185011402,Georgia,Lowndes County,31.04,0
13187960201,Georgia,Lumpkin County,15.14,0
13193000300,Georgia,Macon County,34.07,0
13205090400,Georgia,Mitchell County,24.5,0
13207050200,Georgia,Monroe County,16.27,0
13209950200,Georgia,Montgomery County,15.06,0
13215000900,Georgia,Muscogee County,10.52,0
13215001000,Georgia,Muscogee County,14.71,0
13215002500,Georgia,Muscogee County,36.29,0
13215010606,Georgia,Muscogee County,98.36,1
13215010802,Georgia,Muscogee County,28.83,0
13215011100,Georgia,Muscogee County,34.94,0
13217100400,Georgia,Newton County,25.93,0
13225040400,Georgia,Peach County,30.55,0
13235950100,Georgia,Pulaski County,39.44,0
13245000600,Georgia,Richmond County,22.15,0
13245000700,Georgia,Richmond County,21.61,0
13245000900,Georgia,Richmond County,17.74,0
13245001000,Georgia,Richmond County,21.39,0
13245010204,Georgia,Richmond County,10.02,0
13245010511,Georgia,Richmond County,21.27,0
13245010800,Georgia,Richmond County,57.15,0
13245011000,Georgia,Richmond County,13.55,0
13247060201,Georgia,Rockdale County,10.27,0
13255160700,Georgia,Spalding County,10.41,0
13259950400,Georgia,Stewart County,39.1,0
13261950700,Georgia,Sumter County,12.96,0
13267950201,Georgia,Tattnall County,26.88,0
13267950202,Georgia,Tattnall County,30.04,0
13267950300,Georgia,Tattnall County,30.14,0
13269950100,Georgia,Taylor County,14.89,0
13271950100,Georgia,Telfair County,26.99,0
13277960300,Georgia,Tift County,17.12,0
13281960100,Georgia,Towns County,14.53,0
13285960300,Georgia,Troup County,14.76,0
13285960700,Georgia,Troup County,13.7,0
13295020601,Georgia,Walker County,10.16,0
13299950200,Georgia,Ware County,28.58,0
13303950500,Georgia,Washington County,28.82,0
13305970500,Georgia,Wayne County,35.81,0
13309780200,Georgia,Wheeler County,40.07,0
13313000502,Georgia,Whitfield County,11.44,0
13315960100,Georgia,Wilcox County,46.96,0
15001020202,Hawaii,Hawaii County,29.87,0
15001020300,Hawaii,Hawaii County,13.4,0
15001020500,Hawaii,Hawaii County,10.79,0
15003001801,Hawaii,Honolulu County,11.07,0
15003002003,Hawaii,Honolulu County,17.24,0
15003002701,Hawaii,Honolulu County,67.72,1
15003003900,Hawaii,Honolulu County,58.78,0
15003004800,Hawaii,Honolulu County,10.05,0
15003005700,Hawaii,Honolulu County,19.69,0
15003005900,Hawaii,Honolulu County,43.57,0
15003006600,Hawaii,Honolulu County,53.74,0
15003007303,Hawaii,Honolulu County,98.83,1
15003007400,Hawaii,Honolulu County,29.64,0
15003007502,Hawaii,Honolulu County,77.25,1
15003008502,Hawaii,Honolulu County,30.2,0
15003009503,Hawaii,Honolulu County,74.11,1
15003009507,Hawaii,Honolulu County,35.98,0
15003009801,Hawaii,Honolulu County,10.3,0
15003010202,Hawaii,Honolulu County,24.43,0
15003010503,Hawaii,Honolulu County,11.01,0
15003010801,Hawaii,Honolulu County,36.68,0
15003010802,Hawaii,Honolulu County,28.92,0
15003011000,Hawaii,Honolulu County,14.77,0
15003011400,Hawaii,Honolulu County,60.33,0
15003980200,Hawaii,Honolulu County,100.0,1
15003981100,Hawaii,Honolulu County,31.58,0
15003981300,Hawaii,Honolulu County,25.0,0
15003981400,Hawaii,Honolulu County,70.1,1
15009031101,Hawaii,Maui County,12.64,0
16001000100,Idaho,Ada County,14.37,0
16001000900,Idaho,Ada County,17.88,0
16001002000,Idaho,Ada County,18.47,0
16001010501,Idaho,Ada County,69.24,1
16005000600,Idaho,Bannock County,10.58,0
16005000700,Idaho,Bannock County,18.46,0
16005001603,Idaho,Bannock County,11.81,0
16027021300,Idaho,Canyon County,24.17,0
16027021500,Idaho,Canyon County,12.59,0
16035940000,Idaho,Clearwater County,10.61,0
16039960500,Idaho,Elmore County,14.55,0
16049960300,Idaho,Idaho County,19.79,0
16057005400,Idaho,Latah County,44.65,0
16065950301,Idaho,Madison County,12.13,0
17001000202,Illinois,Adams County,18.31,0
17001000400,Illinois,Adams County,13.63,0
17001000500,Illinois,Adams County,11.68,0
17001000700,Illinois,Adams County,11.88,0
17003957600,Illinois,Alexander County,14.89,0
17005951300,Illinois,Bond County,29.61,0
17009970500,Illinois,Brown County,48.72,0
17019000401,Illinois,Champaign County,76.07,1
17019000402,Illinois,Champaign County,17.58,0
17019001400,Illinois,Champaign County,48.65,0
17019005900,Illinois,Champaign County,61.42,0
17019006000,Illinois,Champaign County,66.69,0
17021958700,Illinois,Christian County,26.23,0
17027900500,Illinois,Clinton County,23.97,0
17029000800,Illinois,Coles County,62.11,0
17031010202,Illinois,Cook County,11.18,0
17031010300,Illinois,Cook County,12.68,0
17031010400,Illinois,Cook County,26.76,0
17031020902,Illinois,Cook County,10.76,0
17031030103,Illinois,Cook County,18.98,0
17031030104,Illinois,Cook County,45.67,0
17031030701,Illinois,Cook County,12.65,0
17031031200,Illinois,Cook County,10.98,0
17031031501,Illinois,Cook County,11.88,0
17031071000,Illinois,Cook County,41.65,0
17031071100,Illinois,Cook County,16.03,0
17031081000,Illinois,Cook County,14.67,0
17031081201,Illinois,Cook County,12.12,0
17031140200,Illinois,Cook County,15.05,0
17031252201,Illinois,Cook County,11.72,0
17031320400,Illinois,Cook County,80.26,1
17031320600,Illinois,Cook County,14.33,0
17031380700,Illinois,Cook County,15.85,0
17031410200,Illinois,Cook County,24.74,0
17031411000,Illinois,Cook County,12.15,0
17031411100,Illinois,Cook County,15.01,0
17031420200,Illinois,Cook County,17.41,0
17031420300,Illinois,Cook County,41.04,0
17031430700,Illinois,Cook County,11.9,0
17031490500,Illinois,Cook County,12.98,0
17031560100,Illinois,Cook County,15.21,0
17031690300,Illinois,Cook County,16.02,0
17031740200,Illinois,Cook County,10.94,0
17031806801,Illinois,Cook County,10.82,0
17031808100,Illinois,Cook County,15.42,0
17031808702,Illinois,Cook County,82.98,1
17031808800,Illinois,Cook County,12.01,0
17031809800,Illinois,Cook County,14.61,0
17031811900,Illinois,Cook County,14.8,0
17031823605,Illinois,Cook County,13.28,0
17031824400,Illinois,Cook County,10.88,0
17031830202,Illinois,Cook County,11.15,0
17031830700,Illinois,Cook County,22.23,0
17031832500,Illinois,Cook County,15.5,0
17031836200,Illinois,Cook County,79.73,1
17031837300,Illinois,Cook County,13.01,0
17031837800,Illinois,Cook County,11.44,0
17031838200,Illinois,Cook County,35.17,0
17031838600,Illinois,Cook County,12.77,0
17031839100,Illinois,Cook County,31.33,0
17031839500,Illinois,Cook County,11.39,0
17031839600,Illinois,Cook County,11.32,0
17031841600,Illinois,Cook County,16.72,0
17031841900,Illinois,Cook County,36.67,0
17031842000,Illinois,Cook County,75.51,1
17031843300,Illinois,Cook County,17.92,0
17031843500,Illinois,Cook County,90.84,1
17033880500,Illinois,Crawford County,32.38,0
17037001001,Illinois,DeKalb County,11.72,0
17037002200,Illinois,DeKalb County,87.32,1
17043841902,Illinois,DuPage County,43.81,0
17043842603,Illinois,DuPage County,27.08,0
17043842900,Illinois,DuPage County,17.13,0
17043846103,Illinois,DuPage County,12.13,0
17043846202,Illinois,DuPage County,11.04,0
17043846209,Illinois,DuPage County,13.26,0
17051950800,Illinois,Fayette County,31.35,0
17057953500,Illinois,Fulton County,42.83,0
17077011700,Illinois,Jackson County,40.64,0
17081050400,Illinois,Jefferson County,33.47,0
17083010300,Illinois,Jersey County,11.31,0
17087980000,Illinois,Johnson County,97.72,1
17089852202,Illinois,Kane County,10.86,0
17089853001,Illinois,Kane County,19.11,0
17089854700,Illinois,Kane County,13.57,0
17091012000,Illinois,Kankakee County,33.95,0
17091012500,Illinois,Kankakee County,25.39,0
17095000500,Illinois,Knox County,33.75,0
17095000800,Illinois,Knox County,42.24,0
17097862200,Illinois,Lake County,17.72,0
17097862502,Illinois,Lake County,17.06,0
17097863003,Illinois,Lake County,99.02,1
17097863004,Illinois,Lake County,11.14,0
17097863005,Illinois,Lake County,99.98,1
17097863400,Illinois,Lake County,23.68,0
17097864801,Illinois,Lake County,11.02,0
17097866200,Illinois,Lake County,10.9,0
17099962300,Illinois,LaSalle County,19.32,0
17101880800,Illinois,Lawrence County,41.25,0
17103000400,Illinois,Lee County,32.02,0
17105960200,Illinois,Livingston County,23.58,0
17105960700,Illinois,Livingston County,33.51,0
17107953100,Illinois,Logan County,14.11,0
17107953500,Illinois,Logan County,54.39,0
17109010400,Illinois,McDonough County,16.37,0
17109010500,Illinois,McDonough County,91.08,1
17113000200,Illinois,McLean County,88.39,1
17113001302,Illinois,McLean County,62.26,0
17113001600,Illinois,McLean County,11.5,0
17115000500,Illinois,Macon County,16.58,0
17115001600,Illinois,Macon County,33.65,0
17115002000,Illinois,Macon County,12.29,0
17115002903,Illinois,Macon County,11.03,0
17115003100,Illinois,Macon County,24.02,0
17117956300,Illinois,Macoupin County,10.84,0
17119403101,Illinois,Madison County,20.07,0
17135958000,Illinois,Montgomery County,34.31,0
17137951800,Illinois,Morgan County,24.77,0
17137952000,Illinois,Morgan County,34.6,0
17143001200,Illinois,Peoria County,20.58,0
17143001900,Illinois,Peoria County,11.74,0
17143002000,Illinois,Peoria County,50.56,0
17143004500,Illinois,Peoria County,13.63,0
17145030200,Illinois,Perry County,30.4,0
17149952700,Illinois,Pike County,11.89,0
17151971200,Illinois,Pope County,14.35,0
17157951200,Illinois,Randolph County,61.15,0
17161020400,Illinois,Rock Island County,18.35,0
17161022600,Illinois,Rock Island County,18.17,0
17161022800,Illinois,Rock Island County,28.92,0
17163501700,Illinois,St. Clair County,17.06,0
17163502404,Illinois,St. Clair County,16.85,0
17165955800,Illinois,Saline County,12.85,0
17167000300,Illinois,Sangamon County,11.32,0
17167000900,Illinois,Sangamon County,13.08,0
17167001400,Illinois,Sangamon County,31.94,0
17167001500,Illinois,Sangamon County,21.49,0
17167003000,Illinois,Sangamon County,19.28,0
17169970100,Illinois,Schuyler County,17.55,0
17179021801,Illinois,Tazewell County,29.69,0
17183000100,Illinois,Vermilion County,16.1,0
17183011200,Illinois,Vermilion County,32.28,0
17187870400,Illinois,Warren County,19.46,0
17197882000,Illinois,Will County,23.3,0
17197882802,Illinois,Will County,13.42,0
17197883000,Illinois,Will County,12.17,0
17197884101,Illinois,Will County,28.32,0
17197980100,Illinois,Will County,96.81,1
17199021400,Illinois,Williamson County,20.61,0
17201000507,Illinois,Winnebago County,10.48,0
17201002600,Illinois,Winnebago County,32.32,0
17201003605,Illinois,Winnebago County,23.54,0
18003000900,Indiana,Allen County,10.45,0
18003001200,Indiana,Allen County,24.37,0
18003001300,Indiana,Allen County,54.81,0
18003003500,Indiana,Allen County,13.52,0
18003004300,Indiana,Allen County,15.27,0
18003980001,Indiana,Allen County,86.45,1
18017951400,Indiana,Cass County,12.18,0
18019050200,Indiana,Clark County,17.59,0
18035000902,Indiana,Delaware County,96.52,1
18035002800,Indiana,Delaware County,17.85,0
18039000302,Indiana,Elkhart County,14.21,0
18039001300,Indiana,Elkhart County,15.39,0
18043070500,Indiana,Floyd County,13.21,0
18053000800,Indiana,Grant County,37.89,0
18053010700,Indiana,Grant County,27.49,0
18063210700,Indiana,Hendricks County,23.5,0
18065975500,Indiana,Henry County,42.81,0
18067000700,Indiana,Howard County,13.5,0
18069961500,Indiana,Huntington County,15.58,0
18073101300,Indiana,Jasper County,14.12,0
18077966300,Indiana,Jefferson County,24.1,0
18077966400,Indiana,Jefferson County,14.61,0
18081611000,Indiana,Johnson County,20.78,0
18083955300,Indiana,Knox County,44.52,0
18085961900,Indiana,Kosciusko County,13.13,0
18085962100,Indiana,Kosciusko County,10.48,0
18089020600,Indiana,Lake County,11.13,0
18089020900,Indiana,Lake County,12.82,0
18089042504,Indiana,Lake County,17.64,0
18089042607,Indiana,Lake County,11.31,0
18091040100,Indiana,LaPorte County,57.19,0
18091042300,Indiana,LaPorte County,15.31,0
18091042600,Indiana,LaPorte County,36.45,0
18095001100,Indiana,Madison County,18.53,0
18095001300,Indiana,Madison County,16.65,0
18095011600,Indiana,Madison County,98.07,1
18095011900,Indiana,Madison County,15.43,0
18097321900,Indiana,Marion County,42.35,0
18097340111,Indiana,Marion County,18.41,0
18097340500,Indiana,Marion County,13.36,0
18097353300,Indiana,Marion County,14.39,0
18097354200,Indiana,Marion County,26.52,0
18097354500,Indiana,Marion County,12.63,0
18097356200,Indiana,Marion County,49.12,0
18097380300,Indiana,Marion County,18.44,0
18097391000,Indiana,Marion County,17.68,0
18103952900,Indiana,Miami County,57.76,0
18105000201,Indiana,Monroe County,88.43,1
18105000202,Indiana,Monroe County,99.13,1
18105000302,Indiana,Monroe County,10.89,0
18105001600,Indiana,Monroe County,12.09,0
18107957000,Indiana,Montgomery County,18.04,0
18121030300,Indiana,Parke County,28.42,0
18123952200,Indiana,Perry County,25.18,0
18127050900,Indiana,Porter County,41.56,0
18133956200,Indiana,Putnam County,23.24,0
18133956300,Indiana,Putnam County,20.9,0
18133956600,Indiana,Putnam County,42.08,0
18141001700,Indiana,St. Joseph County,17.54,0
18141002700,Indiana,St. Joseph County,39.77,0
18141002900,Indiana,St. Joseph County,14.19,0
18141010600,Indiana,St. Joseph County,17.35,0
18141011202,Indiana,St. Joseph County,89.13,1
18151971400,Indiana,Steuben County,23.03,0
18153050500,Indiana,Sullivan County,50.19,0
18157000100,Indiana,Tippecanoe County,17.38,0
18157005400,Indiana,Tippecanoe County,31.97,0
18157005500,Indiana,Tippecanoe County,17.59,0
18157010300,Indiana,Tippecanoe County,76.14,1
18157010400,Indiana,Tippecanoe County,100.0,1
18163000300,Indiana,Vanderburgh County,29.47,0
18163001400,Indiana,Vanderburgh County,10.14,0
18163001700,Indiana,Vanderburgh County,14.93,0
18163001800,Indiana,Vanderburgh County,45.68,0
18163001900,Indiana,Vanderburgh County,11.41,0
18163002000,Indiana,Vanderburgh County,19.71,0
18163003500,Indiana,Vanderburgh County,22.64,0
18163010403,Indiana,Vanderburgh County,37.05,0
18167010100,Indiana,Vigo County,19.95,0
18167010300,Indiana,Vigo County,10.38,0
18167011100,Indiana,Vigo County,49.15,0
18167011200,Indiana,Vigo County,36.06,0
18169102200,Indiana,Wabash County,18.44,0
18177000400,Indiana,Wayne County,13.7,0
18177000600,Indiana,Wayne County,13.78,0
18177000800,Indiana,Wayne County,21.23,0
19013000100,Iowa,Black Hawk County,22.58,0
19013002303,Iowa,Black Hawk County,75.2,1
19015020600,Iowa,Boone County,19.14,0
19017004000,Iowa,Bremer County,53.79,0
19021960500,Iowa,Buena Vista County,16.28,0
19053960200,Iowa,Decatur County,15.45,0
19061000100,Iowa,Dubuque County,11.03,0
19061000400,Iowa,Dubuque County,10.97,0
19061000600,Iowa,Dubuque County,11.23,0
19061000701,Iowa,Dubuque County,26.53,0
19061000900,Iowa,Dubuque County,17.63,0
19061001201,Iowa,Dubuque County,11.15,0
19063070300,Iowa,Emmet County,11.36,0
19065080200,Iowa,Fayette County,13.24,0
19087970300,Iowa,Henry County,10.13,0
19087970400,Iowa,Henry County,19.9,0
19099040800,Iowa,Jasper County,22.96,0
19101090100,Iowa,Jefferson County,27.83,0
19103000100,Iowa,Johnson County,15.36,0
19103000301,Iowa,Johnson County,12.36,0
19103001100,Iowa,Johnson County,11.36,0
19103002100,Iowa,Johnson County,60.39,0
19103002300,Iowa,Johnson County,49.96,0
19105070300,Iowa,Jones County,23.35,0
19111490200,Iowa,Lee County,20.45,0
19113001300,Iowa,Linn County,11.9,0
19113001900,Iowa,Linn County,50.05,0
19113002200,Iowa,Linn County,17.9,0
19113010800,Iowa,Linn County,14.52,0
19123950600,Iowa,Mahaska County,10.95,0
19125030300,Iowa,Marion County,39.1,0
19127950700,Iowa,Marshall County,15.29,0
19129040302,Iowa,Mills County,15.2,0
19145490400,Iowa,Page County,36.93,0
19153000300,Iowa,Polk County,15.59,0
19153001100,Iowa,Polk County,31.35,0
19153004702,Iowa,Polk County,12.74,0
19153005100,Iowa,Polk County,11.96,0
19153010500,Iowa,Polk County,15.71,0
19153010702,Iowa,Polk County,11.05,0
19155031700,Iowa,Pottawattamie County,19.25,0
19157370300,Iowa,Poweshiek County,25.24,0
19163010800,Iowa,Scott County,11.63,0
19163010900,Iowa,Scott County,23.05,0
19163011300,Iowa,Scott County,29.98,0
19167070600,Iowa,Sioux County,17.02,0
19167070700,Iowa,Sioux County,16.21,0
19169000800,Iowa,Story County,99.41,1
19169001100,Iowa,Story County,30.21,0
19169001200,Iowa,Story County,83.51,1
19179960300,Iowa,Wapello County,10.87,0
19181020700,Iowa,Warren County,15.1,0
19181020800,Iowa,Warren County,18.15,0
19187000900,Iowa,Webster County,42.34,0
19191950200,Iowa,Winneshiek County,36.6,0
19193000500,Iowa,Woodbury County,18.13,0
20005081700,Kansas,Atchison County,18.87,0
20015020100,Kansas,Butler County,20.26,0
20029977300,Kansas,Cloud County,12.75,0
20035493500,Kansas,Cowley County,20.98,0
20035494000,Kansas,Cowley County,16.88,0
20037957600,Kansas,Crawford County,17.53,0
20043020100,Kansas,Doniphan County,16.2,0
20045000300,Kansas,Douglas County,28.08,0
20045000400,Kansas,Douglas County,85.41,1
20045000502,Kansas,Douglas County,19.51,0
20045001001,Kansas,Douglas County,23.74,0
20045001203,Kansas,Douglas County,10.66,0
20051072900,Kansas,Ellis County,11.79,0
