TractFIPS,StateAbbr,burden,resid,resilience_score,GEOID,LILATracts_1And10,County,State,PovertyRate,MedianFamilyIncome,Pop2010,Urban,latitude,longitude,Type
36029017000,NY,1.367523,1.120301,-1.875824,36029017000,1,Erie County,New York,21.9,40957.0,3072,1,42.9255252,-78.8296037,Urban
6059099509,CA,1.154171,1.119733,-1.874872,06059099509,1,Orange County,California,9.4,52906.0,3491,1,33.7700978,-118.0833027,Urban
13027960500,GA,1.585882,1.119674,-1.874774,13027960500,1,Brooks County,Georgia,29.1,44609.0,2576,1,30.7769129,-83.5298134,Urban
13121007808,GA,1.620752,1.118461,-1.872741,13121007808,1,Fulton County,Georgia,71.5,12131.0,4306,1,33.751633,-84.4998632,Urban
17031540102,IL,1.446301,1.117077,-1.870425,17031540102,1,Cook County,Illinois,64.2,17122.0,3109,1,41.66733,-87.6054488,Urban
13245000300,GA,1.666531,1.116357,-1.869219,13245000300,1,Richmond County,Georgia,38.9,22214.0,1412,1,33.4812657,-81.9904179,Urban
21111005100,KY,1.914571,1.114806,-1.866623,21111005100,1,Jefferson County,Kentucky,38.4,57961.0,3195,1,38.2362916,-85.7616616,Urban
26163524800,MI,1.711646,1.113366,-1.864211,26163524800,1,Wayne County,Michigan,47.5,29448.0,2796,1,42.2630038,-83.1616679,Urban
48439106201,TX,1.647671,1.11259,-1.862912,48439106201,1,Tarrant County,Texas,15.5,44133.0,3467,1,32.7080074,-97.2586626,Urban
51083930600,VA,1.33721,1.112503,-1.862766,51083930600,1,Halifax County,Virginia,18.7,51111.0,6193,1,36.7282513,-78.9650884,Urban
48423000201,TX,1.64035,1.111639,-1.86132,48423000201,1,Smith County,Texas,46.1,29175.0,3760,1,32.374676,-95.3150276,Urban
13095001100,GA,1.60118,1.10891,-1.856751,13095001100,1,Dougherty County,Georgia,45.0,27508.0,6215,1,31.5556863,-84.1966039,Urban
22017021300,LA,1.945328,1.107452,-1.854309,22017021300,1,Caddo Parish,Louisiana,37.8,35897.0,2607,1,32.4944987,-93.7214123,Urban
1011952100,AL,2.398567,1.107353,-1.854144,01011952100,1,Bullock County,Alabama,43.0,27120.0,1434,0,32.1157274,-85.5267341,Rural
17119400600,IL,1.470091,1.107152,-1.853806,17119400600,1,Madison County,Illinois,31.6,22784.0,3061,1,38.6843184,-90.1559333,Urban
26163506500,MI,1.705504,1.10714,-1.853786,26163506500,1,Wayne County,Michigan,39.5,26106.0,2256,1,42.429876,-83.0459797,Urban
37051001200,NC,1.566247,1.106576,-1.852841,37051001200,1,Cumberland County,North Carolina,38.6,34143.0,5617,1,35.0923332,-78.8814347,Urban
36067005900,NY,1.368222,1.106257,-1.852308,36067005900,1,Onondaga County,New York,39.2,30313.0,1834,1,43.0170298,-76.1445626,Urban
22017024601,LA,1.942844,1.104995,-1.850194,22017024601,1,Caddo Parish,Louisiana,53.1,23591.0,5584,1,32.5692766,-93.8301189,Urban
17031824300,IL,1.433714,1.104596,-1.849526,17031824300,1,Cook County,Illinois,41.1,52276.0,4814,1,41.6413221,-87.6992664,Urban
20209040200,KS,1.686181,1.103849,-1.848276,20209040200,1,Wyandotte County,Kansas,36.4,,1351,1,39.1439104,-94.6447237,Urban
28047001800,MS,2.111223,1.10376,-1.848128,28047001800,1,Harrison County,Mississippi,43.5,26786.0,2808,1,30.41265,-89.087533,Urban
48113016701,TX,1.511478,1.102323,-1.84572,48113016701,1,Dallas County,Texas,12.2,38636.0,6084,1,32.6566462,-96.7737673,Urban
13009970702,GA,1.560828,1.101452,-1.844263,13009970702,1,Baldwin County,Georgia,32.4,29145.0,2297,1,33.0528451,-83.212589,Urban
17031431400,IL,1.42995,1.100852,-1.843257,17031431400,1,Cook County,Illinois,39.8,31345.0,6418,1,41.7572084,-87.546555,Urban
22079012800,LA,1.960363,1.098666,-1.839598,22079012800,1,Rapides Parish,Louisiana,17.5,36328.0,1123,1,31.2759621,-92.4410374,Urban
26049003200,MI,1.652577,1.098195,-1.83881,26049003200,1,Genesee County,Michigan,41.6,21456.0,2476,1,43.007343,-83.6662654,Urban
48215020101,TX,1.545987,1.097576,-1.837773,48215020101,1,Hidalgo County,Texas,55.2,22072.0,6321,1,26.2109434,-98.3390991,Urban
13095000800,GA,1.589109,1.09693,-1.836691,13095000800,1,Dougherty County,Georgia,64.4,17292.0,1607,1,31.5853572,-84.1575344,Urban
32003003211,NV,1.418975,1.096736,-1.836365,32003003211,1,Clark County,Nevada,2.7,54063.0,2997,1,36.2152208,-115.2968175,Urban
48113008900,TX,1.504111,1.095068,-1.833573,48113008900,1,Dallas County,Texas,36.0,31125.0,2713,1,32.7431938,-96.7910735,Urban
39061006400,OH,1.957487,1.095064,-1.833566,39061006400,1,Hamilton County,Ohio,22.6,37188.0,3249,1,39.1771209,-84.4765826,Urban
19013001701,IA,1.406277,1.094451,-1.832541,19013001701,1,Black Hawk County,Iowa,43.5,25859.0,2147,1,42.5171539,-92.3364864,Urban
13121008201,GA,1.595575,1.093236,-1.830505,13121008201,1,Fulton County,Georgia,22.4,41226.0,6083,1,33.7699904,-84.4826839,Urban
48201230300,TX,1.535845,1.092987,-1.830089,48201230300,1,Harris County,Texas,28.9,41103.0,1803,1,29.8347332,-95.3127198,Urban
8089968200,CO,0.754923,1.092114,-1.828628,08089968200,1,Otero County,Colorado,9.6,51047.0,2708,1,38.0228708,-103.7306921,Urban
36029016400,NY,1.339079,1.092039,-1.828501,36029016400,1,Erie County,New York,35.1,38068.0,3035,1,42.8741327,-78.859118,Urban
48029130402,TX,1.468357,1.092029,-1.828485,48029130402,1,Bexar County,Texas,39.1,28542.0,3972,1,29.4055239,-98.4405754,Urban
48249950600,TX,1.552626,1.09089,-1.826577,48249950600,1,Jim Wells County,Texas,33.2,28523.0,4080,1,27.7384352,-98.0713436,Urban
32021970800,NV,1.741321,1.090321,-1.825625,32021970800,1,Mineral County,Nevada,36.5,41196.0,1337,0,38.516647,-118.4162794,Rural
1089000302,AL,2.089766,1.09021,-1.82544,01089000302,1,Madison County,Alabama,32.0,33389.0,3650,1,34.7823279,-86.607736,Urban
51770000100,VA,1.578916,1.088397,-1.822403,51770000100,1,Roanoke city,Virginia,24.1,46506.0,3794,1,37.2969782,-79.9890202,Urban
35051962200,NM,1.447975,1.087962,-1.821674,35051962200,1,Sierra County,New Mexico,34.6,34470.0,3456,1,33.1408318,-107.2406196,Urban
4013813800,AZ,1.313525,1.086942,-1.819967,04013813800,1,Maricopa County,Arizona,5.5,55694.0,2962,1,33.2116679,-111.8151375,Urban
39017014000,OH,1.930973,1.085264,-1.817158,39017014000,1,Butler County,Ohio,49.4,22426.0,2687,1,39.4831582,-84.4276961,Urban
18095000500,IN,1.721129,1.083951,-1.814958,18095000500,1,Madison County,Indiana,34.5,36641.0,3205,1,40.0890554,-85.7015302,Urban
39151702300,OH,1.981378,1.083725,-1.814581,39151702300,1,Stark County,Ohio,67.3,13970.0,3140,1,40.7810248,-81.3751555,Urban
26049010812,MI,1.637197,1.082718,-1.812895,26049010812,1,Genesee County,Michigan,36.4,29693.0,3936,1,43.0353797,-83.7422068,Urban
48113008604,TX,1.491134,1.082128,-1.811907,48113008604,1,Dallas County,Texas,52.5,30035.0,3077,1,32.7174152,-96.7700742,Urban
6065043316,CA,1.118578,1.08187,-1.811475,06065043316,1,Riverside County,California,9.7,56719.0,3713,1,33.7166608,-116.9908873,Urban
13285960901,GA,1.647319,1.081309,-1.810536,13285960901,1,Troup County,Georgia,20.9,39345.0,4072,1,33.0235321,-85.0679699,Urban
40111000200,OK,1.91784,1.08075,-1.809599,40111000200,1,Okmulgee County,Oklahoma,33.5,29797.0,3070,1,35.6441449,-95.9871514,Urban
29095002200,MO,1.687289,1.080435,-1.809071,29095002200,1,Jackson County,Missouri,30.4,36116.0,2906,1,39.0907451,-94.521225,Urban
13115002100,GA,1.579998,1.080042,-1.808414,13115002100,1,Floyd County,Georgia,29.2,37172.0,4364,1,34.2079459,-85.2063854,Urban
26145000100,MI,1.67125,1.080002,-1.808347,26145000100,1,Saginaw County,Michigan,33.2,29737.0,1047,1,43.4500993,-83.9196524,Urban
48215022701,TX,1.527304,1.078921,-1.806537,48215022701,1,Hidalgo County,Texas,23.9,51250.0,5225,1,26.1489354,-97.9754743,Urban
26075000600,MI,1.643188,1.078772,-1.806288,26075000600,1,Jackson County,Michigan,50.1,,1300,1,42.2470057,-84.4073077,Urban
37067000400,NC,1.543009,1.07751,-1.804173,37067000400,1,Forsyth County,North Carolina,25.3,34276.0,3251,1,36.1202984,-80.2418719,Urban
34029715902,NJ,1.25972,1.077013,-1.803341,34029715902,1,Ocean County,New Jersey,9.5,51000.0,4400,1,40.0438046,-74.186412,Urban
39113070400,OH,1.959413,1.07684,-1.803052,39113070400,1,Montgomery County,Ohio,27.0,42627.0,2539,1,39.7866116,-84.3113146,Urban
28163950500,MS,2.126304,1.073695,-1.797786,28163950500,1,Yazoo County,Mississippi,50.7,23134.0,4563,1,32.8430768,-90.4263664,Urban
39099804100,OH,1.949935,1.07245,-1.795702,39099804100,1,Mahoning County,Ohio,14.5,29583.0,1455,1,41.121362,-80.6579558,Urban
1103000600,AL,2.077326,1.072375,-1.795576,01103000600,1,Morgan County,Alabama,55.8,24714.0,3526,1,34.6093376,-87.0203965,Urban
4017940014,AZ,1.620008,1.070476,-1.792396,04017940014,1,Navajo County,Arizona,50.6,25602.0,2750,0,35.4148965,-110.0036724,Rural
6077000300,CA,1.111151,1.069815,-1.791291,06077000300,1,San Joaquin County,California,40.2,30815.0,2396,1,37.9524848,-121.3008145,Urban
37035010900,NC,1.522759,1.069237,-1.790322,37035010900,1,Catawba County,North Carolina,30.0,37612.0,3762,1,35.7214302,-81.3325203,Urban
48029130500,TX,1.445363,1.068828,-1.789637,48029130500,1,Bexar County,Texas,47.6,24762.0,4146,1,29.4192226,-98.4521675,Urban
29095007600,MO,1.675459,1.068437,-1.788983,29095007600,1,Jackson County,Missouri,23.9,39762.0,2205,1,39.0335529,-94.5595394,Urban
34009020500,NJ,1.241093,1.066548,-1.78582,34009020500,1,Cape May County,New Jersey,27.8,50208.0,2472,1,39.2283502,-74.8096207,Urban
48029171602,TX,1.442941,1.06653,-1.785789,48029171602,1,Bexar County,Texas,47.8,26507.0,3135,1,29.4229398,-98.6080692,Urban
1063060200,AL,2.376908,1.065956,-1.784828,01063060200,1,Greene County,Alabama,46.5,27167.0,2821,0,32.6861323,-87.9472665,Rural
51083930202,VA,1.611233,1.06529,-1.783713,51083930202,1,Halifax County,Virginia,19.8,45543.0,2516,0,36.8094543,-79.073114,Rural
48355001100,TX,1.567167,1.06487,-1.783009,48355001100,1,Nueces County,Texas,57.5,30726.0,1969,1,27.79228,-97.4138184,Urban
48047950200,TX,1.448373,1.064672,-1.782678,48047950200,1,Brooks County,Texas,40.2,30000.0,5181,1,27.2235074,-98.1420175,Urban
37077970702,NC,1.533903,1.063852,-1.781306,37077970702,1,Granville County,North Carolina,28.1,42941.0,2516,1,36.1419414,-78.746937,Urban
37051001000,NC,1.521707,1.062259,-1.778638,37051001000,1,Cumberland County,North Carolina,38.8,39828.0,2605,1,35.0831932,-78.911051,Urban
42049000800,PA,1.498148,1.060424,-1.775566,42049000800,1,Erie County,Pennsylvania,52.9,22020.0,3116,1,42.1300937,-80.0751468,Urban
47019070600,TN,1.74183,1.060414,-1.775548,47019070600,1,Carter County,Tennessee,32.0,39931.0,2639,1,36.2975897,-82.2109598,Urban
39007000400,OH,1.902165,1.060271,-1.77531,39007000400,1,Ashtabula County,Ohio,23.9,54085.0,1794,1,41.8977949,-80.7889118,Urban
45079010701,SC,1.704524,1.058487,-1.772322,45079010701,1,Richland County,South Carolina,19.0,37303.0,3018,1,34.0833468,-81.0445633,Urban
28047002600,MS,2.065703,1.058324,-1.772049,28047002600,1,Harrison County,Mississippi,42.9,22431.0,3792,1,30.3666719,-89.1225977,Urban
1097004000,AL,2.060658,1.058018,-1.771538,01097004000,1,Mobile County,Alabama,20.3,36800.0,2538,1,30.740264,-88.0984792,Urban
1097001502,AL,2.060429,1.057791,-1.771157,01097001502,1,Mobile County,Alabama,69.2,12344.0,1608,1,30.6568785,-88.0688375,Urban
8101002000,CO,0.72382,1.056785,-1.769472,08101002000,1,Pueblo County,Colorado,35.9,34018.0,2940,1,38.2490839,-104.6085365,Urban
13081010400,GA,1.543361,1.056542,-1.769065,13081010400,1,Crisp County,Georgia,43.7,38922.0,5568,1,31.9464943,-83.7618149,Urban
48029130800,TX,1.432891,1.056509,-1.769011,48029130800,1,Bexar County,Texas,32.4,33732.0,4848,1,29.432014,-98.4269439,Urban
26025000300,MI,1.60057,1.055356,-1.76708,26025000300,1,Calhoun County,Michigan,34.4,30571.0,2161,1,42.327544,-85.1921338,Urban
1015000400,AL,2.025901,1.054934,-1.766373,01015000400,1,Calhoun County,Alabama,36.6,35082.0,2812,1,33.6820547,-85.8686849,Urban
27053980000,MN,1.113286,1.05487,-1.766265,27053980000,1,Hennepin County,Minnesota,24.7,,278,1,44.8837896,-93.2123416,Urban
37025042101,NC,1.502404,1.052794,-1.76279,37025042101,1,Cabarrus County,North Carolina,32.3,33079.0,3264,1,35.3949811,-80.5825114,Urban
42049001900,PA,1.488652,1.050677,-1.759246,42049001900,1,Erie County,Pennsylvania,26.7,32500.0,1887,1,42.1132244,-80.0797428,Urban
8101002100,CO,0.717027,1.050002,-1.758115,08101002100,1,Pueblo County,Colorado,38.7,46458.0,1526,1,38.2423836,-104.6173384,Urban
28083950700,MS,2.070214,1.048545,-1.755675,28083950700,1,Leflore County,Mississippi,35.9,27321.0,2048,1,33.5203325,-90.1807882,Urban
48245005900,TX,1.508178,1.048378,-1.755396,48245005900,1,Jefferson County,Texas,37.5,32621.0,1895,1,29.8726253,-93.9525148,Urban
22029000200,LA,1.889513,1.047073,-1.753212,22029000200,1,Concordia Parish,Louisiana,39.6,25250.0,5556,1,31.6258197,-91.5707368,Urban
22079013000,LA,1.908108,1.046432,-1.752138,22079013000,1,Rapides Parish,Louisiana,19.5,49245.0,2470,1,31.2606778,-92.3950867,Urban
47157007900,TN,1.780552,1.045653,-1.750833,47157007900,1,Shelby County,Tennessee,28.7,27958.0,5528,1,35.1013349,-89.9594969,Urban
4015950500,AZ,1.594231,1.04542,-1.750444,04015950500,1,Mohave County,Arizona,27.3,33323.0,1446,0,35.3440369,-114.3629894,Rural
26163506600,MI,1.643713,1.045237,-1.750137,26163506600,1,Wayne County,Michigan,43.0,37738.0,3240,1,42.4370474,-83.04852,Urban
34007601800,NJ,1.217483,1.043272,-1.746847,34007601800,1,Camden County,New Jersey,19.8,29534.0,1291,1,39.9218365,-75.1259045,Urban
47157000700,TN,1.776907,1.042231,-1.745103,47157000700,1,Shelby County,Tennessee,41.3,20474.0,4861,1,35.1673199,-89.9957721,Urban
26099245000,MI,1.61508,1.041502,-1.743882,26099245000,1,Macomb County,Michigan,39.3,41524.0,3364,1,42.6001817,-82.8664728,Urban
48303001200,TX,1.521842,1.039445,-1.740439,48303001200,1,Lubbock County,Texas,35.6,30200.0,2769,1,33.5665748,-101.8103223,Urban
48029131100,TX,1.416012,1.039296,-1.740188,48029131100,1,Bexar County,Texas,22.3,41176.0,2438,1,29.4055968,-98.4268221,Urban
48439106101,TX,1.57421,1.039241,-1.740097,48439106101,1,Tarrant County,Texas,26.9,37313.0,1629,1,32.6910481,-97.2507308,Urban
37129011000,NC,1.527852,1.037967,-1.737964,37129011000,1,New Hanover County,North Carolina,46.8,20833.0,2248,1,34.2137573,-77.9345263,Urban
26163544300,MI,1.63648,1.037921,-1.737887,26163544300,1,Wayne County,Michigan,30.7,35663.0,2549,1,42.4086903,-83.2749743,Urban
37067001602,NC,1.501897,1.03613,-1.734888,37067001602,1,Forsyth County,North Carolina,45.1,25972.0,3077,1,36.1226178,-80.2209341,Urban
29189213900,MO,1.67867,1.035625,-1.734042,29189213900,1,St. Louis County,Missouri,45.5,26622.0,2189,1,38.6745045,-90.2935362,Urban
48245002200,TX,1.495626,1.035561,-1.733935,48245002200,1,Jefferson County,Texas,34.1,37384.0,2574,1,30.0380924,-94.124986,Urban
22013970100,LA,1.871249,1.034615,-1.732352,22013970100,1,Bienville Parish,Louisiana,41.1,27168.0,3675,1,32.5539909,-92.9276071,Urban
22073011000,LA,1.893014,1.033588,-1.730632,22073011000,1,Ouachita Parish,Louisiana,49.7,24708.0,4940,1,32.4350254,-92.1190566,Urban
26145011000,MI,1.617844,1.026638,-1.718995,26145011000,1,Saginaw County,Michigan,32.7,36490.0,6111,1,43.4059471,-83.8939978,Urban
1101000300,AL,2.03044,1.026252,-1.718348,01101000300,1,Montgomery County,Alabama,40.6,20278.0,1666,1,32.4032741,-86.3269155,Urban
6071009400,CA,1.065093,1.02607,-1.718044,06071009400,1,San Bernardino County,California,51.3,29358.0,3493,1,34.8973703,-117.0457963,Urban
48029131200,TX,1.401922,1.025582,-1.717227,48029131200,1,Bexar County,Texas,38.1,35729.0,3361,1,29.3981151,-98.4172868,Urban
29510126900,MO,1.792191,1.025069,-1.716367,29510126900,1,St. Louis city,Missouri,31.3,31250.0,5016,1,38.6855018,-90.256335,Urban
39061008601,OH,1.887412,1.024779,-1.715881,39061008601,1,Hamilton County,Ohio,52.4,26741.0,2217,1,39.1355543,-84.5570281,Urban
17091011600,IL,1.376319,1.024349,-1.715162,17091011600,1,Kankakee County,Illinois,31.0,37857.0,1929,1,41.1279758,-87.8560196,Urban
4013420214,AZ,1.248377,1.021981,-1.711198,04013420214,1,Maricopa County,Arizona,18.6,41907.0,3511,1,33.4194724,-111.7017702,Urban
1101002400,AL,2.025483,1.021301,-1.710058,01101002400,1,Montgomery County,Alabama,22.8,50765.0,2008,1,32.341301,-86.3351156,Urban
39151700500,OH,1.918607,1.02101,-1.709571,39151700500,1,Stark County,Ohio,47.9,28566.0,3041,1,40.8128416,-81.360497,Urban
28011950702,MS,2.013392,1.019377,-1.706837,28011950702,1,Bolivar County,Mississippi,42.9,31979.0,3328,1,33.7290569,-90.718939,Urban
13255160400,GA,1.572731,1.01857,-1.705486,13255160400,1,Spalding County,Georgia,37.6,32235.0,5692,1,33.2747828,-84.277182,Urban
4015951501,AZ,1.245829,1.01846,-1.705301,04015951501,1,Mohave County,Arizona,21.0,44135.0,4000,1,35.1099957,-114.5845672,Urban
39035122300,OH,1.871126,1.018265,-1.704975,39035122300,1,Cuyahoga County,Ohio,18.2,40435.0,1909,1,41.4314429,-81.5591156,Urban
30035940200,MT,1.164537,1.018017,-1.704559,30035940200,1,Glacier County,Montana,46.3,27885.0,5243,1,48.5433888,-113.0637971,Urban
13141480400,GA,1.527295,1.017217,-1.703221,13141480400,1,Hancock County,Georgia,28.2,40833.0,6768,1,33.309603,-82.9476794,Urban
26049010811,MI,1.571032,1.01675,-1.702438,26049010811,1,Genesee County,Michigan,30.2,44519.0,2341,1,43.0336926,-83.7646181,Urban
8101002200,CO,0.683618,1.016603,-1.702193,08101002200,1,Pueblo County,Colorado,44.5,25208.0,1650,1,38.2313613,-104.6157725,Urban
26049001400,MI,1.566579,1.012253,-1.694909,26049001400,1,Genesee County,Michigan,34.3,30755.0,1388,1,43.0271229,-83.7017123,Urban
42007601200,PA,1.432629,1.0105,-1.691974,42007601200,1,Beaver County,Pennsylvania,31.0,40250.0,2984,1,40.7539906,-80.324498,Urban
37013930300,NC,1.454739,1.00969,-1.690617,37013930300,1,Beaufort County,North Carolina,30.3,39148.0,4071,1,35.5552788,-77.0650549,Urban
51710005100,VA,1.475344,1.00872,-1.688993,51710005100,1,Norfolk city,Virginia,44.9,28173.0,4522,1,36.8322313,-76.2588821,Urban
48141000302,TX,1.428064,1.008286,-1.688266,48141000302,1,El Paso County,Texas,41.5,32776.0,5626,1,31.861868,-106.4175432,Urban
18003003500,IN,1.60959,1.007831,-1.687504,18003003500,1,Allen County,Indiana,21.0,58699.0,4216,1,41.0965531,-85.098444,Urban
48113003400,TX,1.415511,1.006747,-1.685689,48113003400,1,Dallas County,Texas,26.5,38099.0,1146,1,32.7589154,-96.7809363,Urban
48303001000,TX,1.4888,1.006626,-1.685487,48303001000,1,Lubbock County,Texas,25.1,33973.0,3311,1,33.588246,-101.8084207,Urban
26163543600,MI,1.601064,1.002798,-1.679077,26163543600,1,Wayne County,Michigan,61.7,25777.0,1676,1,42.3968066,-83.2510232,Urban
4017940008,AZ,1.552229,1.002655,-1.678837,04017940008,1,Navajo County,Arizona,29.5,38750.0,1361,0,36.291957,-110.2982373,Rural
26025001000,MI,1.547658,1.002639,-1.678811,26025001000,1,Calhoun County,Michigan,37.9,30453.0,4271,1,42.3481364,-85.1955119,Urban
40109103500,OK,1.83847,1.002471,-1.67853,40109103500,1,Oklahoma County,Oklahoma,46.6,55313.0,351,1,35.4632482,-97.5362567,Urban
18091040900,IN,1.637891,1.002104,-1.677915,18091040900,1,LaPorte County,Indiana,24.1,54226.0,2778,1,41.7146535,-86.8761148,Urban
29095008800,MO,1.608819,1.001923,-1.677612,29095008800,1,Jackson County,Missouri,30.4,37619.0,3602,1,39.0040382,-94.5468184,Urban
18003002900,IN,1.603155,1.001333,-1.676625,18003002900,1,Allen County,Indiana,51.9,27115.0,2368,1,41.057167,-85.1012558,Urban
37181960800,NC,1.511498,1.001146,-1.676311,37181960800,1,Vance County,North Carolina,38.2,27297.0,2306,1,36.3000408,-78.4028631,Urban
51710003400,VA,1.465486,0.998807,-1.672394,51710003400,1,Norfolk city,Virginia,26.3,41442.0,2068,1,36.8656869,-76.2667752,Urban
1097001501,AL,2.000729,0.998089,-1.671193,01097001501,1,Mobile County,Alabama,40.0,19732.0,2164,1,30.6551297,-88.0777452,Urban
4013114302,AZ,1.222718,0.996452,-1.668451,04013114302,1,Maricopa County,Arizona,44.2,22017.0,2477,1,33.4403769,-112.0912503,Urban
22019001500,LA,1.835054,0.996402,-1.668367,22019001500,1,Calcasieu Parish,Louisiana,23.2,37417.0,1890,1,30.2367755,-93.1835296,Urban
48007950400,TX,1.364259,0.995916,-1.667554,48007950400,1,Aransas County,Texas,32.4,47368.0,3583,1,28.0171583,-97.0709124,Urban
37051002401,NC,1.454907,0.995165,-1.666296,37051002401,1,Cumberland County,North Carolina,43.9,21696.0,2005,1,35.1083189,-78.9316079,Urban
37065021000,NC,1.459483,0.994599,-1.665349,37065021000,1,Edgecombe County,North Carolina,23.8,46607.0,3409,1,35.9072465,-77.5221179,Urban
13121007001,GA,1.496753,0.994532,-1.665237,13121007001,1,Fulton County,Georgia,30.4,35461.0,3943,1,33.6915165,-84.3868055,Urban
48439103800,TX,1.529065,0.994418,-1.665045,48439103800,1,Tarrant County,Texas,46.0,25280.0,3559,1,32.721307,-97.3023796,Urban
1047957000,AL,2.298874,0.993753,-1.663932,01047957000,1,Dallas County,Alabama,22.0,31133.0,1274,0,32.3716856,-87.489463,Rural
37081013900,NC,1.464614,0.993609,-1.663691,37081013900,1,Guilford County,North Carolina,51.0,23191.0,4509,1,35.9590203,-79.9872123,Urban
45069960200,SC,1.635119,0.992931,-1.662557,45069960200,1,Marlboro County,South Carolina,38.7,32222.0,6264,1,34.5638971,-79.7572819,Urban
39035196400,OH,1.845476,0.992923,-1.662543,39035196400,1,Cuyahoga County,Ohio,40.2,31991.0,2726,1,41.4432242,-81.7736744,Urban
17165955500,IL,1.372519,0.991383,-1.659963,17165955500,1,Saline County,Illinois,34.3,36278.0,2433,1,37.8184567,-88.4282428,Urban
40143005700,OK,1.840652,0.991306,-1.659835,40143005700,1,Tulsa County,Oklahoma,28.5,38068.0,2316,1,36.2296793,-95.9628116,Urban
39007000701,OH,1.832723,0.990786,-1.658965,39007000701,1,Ashtabula County,Ohio,46.2,28590.0,3292,1,41.8617569,-80.8115367,Urban
22041950300,LA,1.837395,0.989979,-1.657614,22041950300,1,Franklin Parish,Louisiana,45.1,28363.0,5355,1,32.1714108,-91.7355883,Urban
47157007822,TN,1.723865,0.989151,-1.656226,47157007822,1,Shelby County,Tennessee,41.0,27679.0,1681,1,35.0793511,-90.0273341,Urban
22017021100,LA,1.826933,0.989036,-1.656034,22017021100,1,Caddo Parish,Louisiana,39.4,37652.0,3072,1,32.4963197,-93.7374536,Urban
48201230400,TX,1.430637,0.987668,-1.653743,48201230400,1,Harris County,Texas,26.1,42026.0,3719,1,29.8305873,-95.325201,Urban
13121007500,GA,1.489825,0.987487,-1.65344,13121007500,1,Fulton County,Georgia,29.9,31831.0,3511,1,33.6934857,-84.4097937,Urban
34007600400,NJ,1.160989,0.986876,-1.652417,34007600400,1,Camden County,New Jersey,52.4,21087.0,3237,1,39.9329219,-75.1180881,Urban
51800065500,VA,1.488705,0.98663,-1.652005,51800065500,1,Suffolk city,Virginia,20.3,43945.0,2772,1,36.7219742,-76.5710176,Urban
51031020700,VA,1.190588,0.985763,-1.650553,51031020700,1,Campbell County,Virginia,24.1,40052.0,3452,1,37.123438,-79.2833777,Urban
51710004600,VA,1.451371,0.984329,-1.648152,51710004600,1,Norfolk city,Virginia,37.5,29777.0,2193,1,36.8434484,-76.2500421,Urban
37063001400,NC,1.448198,0.983873,-1.647389,37063001400,1,Durham County,North Carolina,60.0,12989.0,2609,1,35.9766127,-78.8858301,Urban
4019940600,AZ,1.534143,0.983837,-1.647329,04019940600,1,Pima County,Arizona,48.9,29250.0,1300,0,32.2942119,-112.0374666,Rural
36029004200,NY,1.230326,0.98323,-1.646312,36029004200,1,Erie County,New York,34.9,40802.0,3520,1,42.9352495,-78.8186469,Urban
6025011400,CA,1.0036,0.98234,-1.644822,06025011400,1,Imperial County,California,38.6,32428.0,4580,1,32.7938734,-115.5453184,Urban
51690000100,VA,1.441387,0.982031,-1.644305,51690000100,1,Martinsville city,Virginia,30.6,29876.0,3518,1,36.7011623,-79.8562096,Urban
48029140300,TX,1.358576,0.981846,-1.643995,48029140300,1,Bexar County,Texas,30.1,34961.0,3358,1,29.3868816,-98.483546,Urban
45045000700,SC,1.614227,0.981439,-1.643313,45045000700,1,Greenville County,South Carolina,33.4,38828.0,1974,1,34.8504139,-82.4126907,Urban
28049010801,MS,1.988392,0.980285,-1.641382,28049010801,1,Hinds County,Mississippi,46.9,21982.0,1604,1,32.3055842,-90.2972951,Urban
4027011112,AZ,1.21192,0.980253,-1.641328,04027011112,1,Yuma County,Arizona,5.9,53384.0,2555,1,32.6543956,-114.4031434,Urban
28051950300,MS,2.31046,0.979925,-1.640779,28051950300,1,Holmes County,Mississippi,52.6,21447.0,2908,0,33.2428717,-90.2358422,Rural
4027011111,AZ,1.211321,0.979667,-1.640347,04027011111,1,Yuma County,Arizona,11.9,51875.0,3144,1,32.6403588,-114.4500016,Urban
26049001900,MI,1.531665,0.977269,-1.636332,26049001900,1,Genesee County,Michigan,58.9,20427.0,2524,1,43.0571729,-83.6570664,Urban
48113008603,TX,1.383889,0.97508,-1.632666,48113008603,1,Dallas County,Texas,42.7,28711.0,1237,1,32.7356814,-96.7724914,Urban
42049001800,PA,1.412831,0.974968,-1.632478,42049001800,1,Erie County,Pennsylvania,47.4,24207.0,2395,1,42.1164079,-80.0683722,Urban
28163950300,MS,2.027402,0.974527,-1.631741,28163950300,1,Yazoo County,Mississippi,46.8,25799.0,4612,1,32.8722449,-90.4087018,Urban
47157022321,TN,1.708392,0.973316,-1.629713,47157022321,1,Shelby County,Tennessee,21.4,45609.0,4052,1,35.0483055,-90.049724,Urban
48029160502,TX,1.349511,0.972793,-1.628837,48029160502,1,Bexar County,Texas,32.7,32475.0,4096,1,29.4027445,-98.5393755,Urban
6029005201,CA,1.316783,0.972562,-1.628451,06029005201,1,Kern County,California,19.3,46932.0,5397,0,35.686251,-118.5034144,Rural
45075011100,SC,1.616482,0.971997,-1.627505,45075011100,1,Orangeburg County,South Carolina,32.9,39120.0,3254,1,33.5450483,-80.8457594,Urban
